id,number,name,date,race_number,wikipedia,is_cancelled,circuit_id,season_id
465,13,Portuguese Grand Prix,1988-09-25,465,https://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix,f,49,39
466,14,Spanish Grand Prix,1988-10-02,466,https://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix,f,51,39
467,15,Japanese Grand Prix,1988-10-30,467,https://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix,f,53,39
468,16,Australian Grand Prix,1988-11-13,468,https://en.wikipedia.org/wiki/1988_Australian_Grand_Prix,f,50,39
469,1,Brazilian Grand Prix,1989-03-26,469,https://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix,f,43,40
470,2,San Marino Grand Prix,1989-04-23,470,https://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix,f,45,40
471,3,Monaco Grand Prix,1989-05-07,471,https://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix,f,2,40
472,4,Mexican Grand Prix,1989-05-28,472,https://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix,f,23,40
473,5,United States Grand Prix,1989-06-04,473,https://en.wikipedia.org/wiki/1989_United_States_Grand_Prix,f,54,40
474,6,Canadian Grand Prix,1989-06-18,474,https://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,f,44,40
475,7,French Grand Prix,1989-07-09,475,https://en.wikipedia.org/wiki/1989_French_Grand_Prix,f,35,40
476,8,British Grand Prix,1989-07-16,476,https://en.wikipedia.org/wiki/1989_British_Grand_Prix,f,1,40
477,9,German Grand Prix,1989-07-30,477,https://en.wikipedia.org/wiki/1989_German_Grand_Prix,f,33,40
478,10,Hungarian Grand Prix,1989-08-13,478,https://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix,f,52,40
479,11,Belgian Grand Prix,1989-08-27,479,https://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix,f,5,40
480,12,Italian Grand Prix,1989-09-10,480,https://en.wikipedia.org/wiki/1989_Italian_Grand_Prix,f,7,40
481,13,Portuguese Grand Prix,1989-09-24,481,https://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix,f,49,40
482,14,Spanish Grand Prix,1989-10-01,482,https://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix,f,51,40
483,15,Japanese Grand Prix,1989-10-22,483,https://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix,f,53,40
484,16,Australian Grand Prix,1989-11-05,484,https://en.wikipedia.org/wiki/1989_Australian_Grand_Prix,f,50,40
485,1,United States Grand Prix,1990-03-11,485,https://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,f,54,41
486,2,Brazilian Grand Prix,1990-03-25,486,https://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,f,37,41
487,3,San Marino Grand Prix,1990-05-13,487,https://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,f,45,41
488,4,Monaco Grand Prix,1990-05-27,488,https://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,f,2,41
489,5,Canadian Grand Prix,1990-06-10,489,https://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,f,44,41
490,6,Mexican Grand Prix,1990-06-24,490,https://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix,f,23,41
491,7,French Grand Prix,1990-07-08,491,https://en.wikipedia.org/wiki/1990_French_Grand_Prix,f,35,41
492,8,British Grand Prix,1990-07-15,492,https://en.wikipedia.org/wiki/1990_British_Grand_Prix,f,1,41
493,9,German Grand Prix,1990-07-29,493,https://en.wikipedia.org/wiki/1990_German_Grand_Prix,f,33,41
494,10,Hungarian Grand Prix,1990-08-12,494,https://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,f,52,41
495,11,Belgian Grand Prix,1990-08-26,495,https://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix,f,5,41
496,12,Italian Grand Prix,1990-09-09,496,https://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,f,7,41
497,13,Portuguese Grand Prix,1990-09-23,497,https://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,f,49,41
498,14,Spanish Grand Prix,1990-09-30,498,https://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,f,51,41
499,15,Japanese Grand Prix,1990-10-21,499,https://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,f,53,41
500,16,Australian Grand Prix,1990-11-04,500,https://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,f,50,41
501,1,United States Grand Prix,1991-03-10,501,https://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,f,54,42
502,2,Brazilian Grand Prix,1991-03-24,502,https://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,f,37,42
503,3,San Marino Grand Prix,1991-04-28,503,https://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,f,45,42
504,4,Monaco Grand Prix,1991-05-12,504,https://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,f,2,42
505,5,Canadian Grand Prix,1991-06-02,505,https://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,f,44,42
506,6,Mexican Grand Prix,1991-06-16,506,https://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,f,23,42
507,7,French Grand Prix,1991-07-07,507,https://en.wikipedia.org/wiki/1991_French_Grand_Prix,f,55,42
508,8,British Grand Prix,1991-07-14,508,https://en.wikipedia.org/wiki/1991_British_Grand_Prix,f,1,42
509,9,German Grand Prix,1991-07-28,509,https://en.wikipedia.org/wiki/1991_German_Grand_Prix,f,33,42
510,10,Hungarian Grand Prix,1991-08-11,510,https://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix,f,52,42
511,11,Belgian Grand Prix,1991-08-25,511,https://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix,f,5,42
512,12,Italian Grand Prix,1991-09-08,512,https://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,f,7,42
513,13,Portuguese Grand Prix,1991-09-22,513,https://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix,f,49,42
514,14,Spanish Grand Prix,1991-09-29,514,https://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,f,56,42
515,15,Japanese Grand Prix,1991-10-20,515,https://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,f,53,42
516,16,Australian Grand Prix,1991-11-03,516,https://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,f,50,42
517,1,South African Grand Prix,1992-03-01,517,https://en.wikipedia.org/wiki/1992_South_African_Grand_Prix,f,27,43
518,2,Mexican Grand Prix,1992-03-22,518,https://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,f,23,43
519,3,Brazilian Grand Prix,1992-04-05,519,https://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,f,37,43
520,4,Spanish Grand Prix,1992-05-03,520,https://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,f,56,43
521,5,San Marino Grand Prix,1992-05-17,521,https://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix,f,45,43
522,6,Monaco Grand Prix,1992-05-31,522,https://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix,f,2,43
523,7,Canadian Grand Prix,1992-06-14,523,https://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,f,44,43
524,8,French Grand Prix,1992-07-05,524,https://en.wikipedia.org/wiki/1992_French_Grand_Prix,f,55,43
525,9,British Grand Prix,1992-07-12,525,https://en.wikipedia.org/wiki/1992_British_Grand_Prix,f,1,43
526,10,German Grand Prix,1992-07-26,526,https://en.wikipedia.org/wiki/1992_German_Grand_Prix,f,33,43
527,11,Hungarian Grand Prix,1992-08-16,527,https://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,f,52,43
528,12,Belgian Grand Prix,1992-08-30,528,https://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,f,5,43
529,13,Italian Grand Prix,1992-09-13,529,https://en.wikipedia.org/wiki/1992_Italian_Grand_Prix,f,7,43
530,14,Portuguese Grand Prix,1992-09-27,530,https://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix,f,49,43
531,15,Japanese Grand Prix,1992-10-25,531,https://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,f,53,43
532,16,Australian Grand Prix,1992-11-08,532,https://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,f,50,43
533,1,South African Grand Prix,1993-03-14,533,https://en.wikipedia.org/wiki/1993_South_African_Grand_Prix,f,27,44
534,2,Brazilian Grand Prix,1993-03-28,534,https://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix,f,37,44
535,3,European Grand Prix,1993-04-11,535,https://en.wikipedia.org/wiki/1993_European_Grand_Prix,f,57,44
536,4,San Marino Grand Prix,1993-04-25,536,https://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix,f,45,44
537,5,Spanish Grand Prix,1993-05-09,537,https://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix,f,56,44
538,6,Monaco Grand Prix,1993-05-23,538,https://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix,f,2,44
539,7,Canadian Grand Prix,1993-06-13,539,https://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix,f,44,44
540,8,French Grand Prix,1993-07-04,540,https://en.wikipedia.org/wiki/1993_French_Grand_Prix,f,55,44
541,9,British Grand Prix,1993-07-11,541,https://en.wikipedia.org/wiki/1993_British_Grand_Prix,f,1,44
542,10,German Grand Prix,1993-07-25,542,https://en.wikipedia.org/wiki/1993_German_Grand_Prix,f,33,44
543,11,Hungarian Grand Prix,1993-08-15,543,https://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix,f,52,44
544,12,Belgian Grand Prix,1993-08-29,544,https://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix,f,5,44
545,13,Italian Grand Prix,1993-09-12,545,https://en.wikipedia.org/wiki/1993_Italian_Grand_Prix,f,7,44
546,14,Portuguese Grand Prix,1993-09-26,546,https://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix,f,49,44
547,15,Japanese Grand Prix,1993-10-24,547,https://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix,f,53,44
548,16,Australian Grand Prix,1993-11-07,548,https://en.wikipedia.org/wiki/1993_Australian_Grand_Prix,f,50,44
549,1,Brazilian Grand Prix,1994-03-27,549,https://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix,f,37,45
550,2,Pacific Grand Prix,1994-04-17,550,https://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix,f,58,45
551,3,San Marino Grand Prix,1994-05-01,551,https://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix,f,45,45
552,4,Monaco Grand Prix,1994-05-15,552,https://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix,f,2,45
553,5,Spanish Grand Prix,1994-05-29,553,https://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix,f,56,45
554,6,Canadian Grand Prix,1994-06-12,554,https://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix,f,44,45
555,7,French Grand Prix,1994-07-03,555,https://en.wikipedia.org/wiki/1994_French_Grand_Prix,f,55,45
556,8,British Grand Prix,1994-07-10,556,https://en.wikipedia.org/wiki/1994_British_Grand_Prix,f,1,45
557,9,German Grand Prix,1994-07-31,557,https://en.wikipedia.org/wiki/1994_German_Grand_Prix,f,33,45
558,10,Hungarian Grand Prix,1994-08-14,558,https://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix,f,52,45
559,11,Belgian Grand Prix,1994-08-28,559,https://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix,f,5,45
560,12,Italian Grand Prix,1994-09-11,560,https://en.wikipedia.org/wiki/1994_Italian_Grand_Prix,f,7,45
561,13,Portuguese Grand Prix,1994-09-25,561,https://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix,f,49,45
562,14,European Grand Prix,1994-10-16,562,https://en.wikipedia.org/wiki/1994_European_Grand_Prix,f,51,45
563,15,Japanese Grand Prix,1994-11-06,563,https://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix,f,53,45
564,16,Australian Grand Prix,1994-11-13,564,https://en.wikipedia.org/wiki/1994_Australian_Grand_Prix,f,50,45
565,1,Brazilian Grand Prix,1995-03-26,565,https://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,f,37,46
566,2,Argentine Grand Prix,1995-04-09,566,https://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix,f,12,46
567,3,San Marino Grand Prix,1995-04-30,567,https://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix,f,45,46
568,4,Spanish Grand Prix,1995-05-14,568,https://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,f,56,46
569,5,Monaco Grand Prix,1995-05-28,569,https://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,f,2,46
570,6,Canadian Grand Prix,1995-06-11,570,https://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,f,44,46
571,7,French Grand Prix,1995-07-02,571,https://en.wikipedia.org/wiki/1995_French_Grand_Prix,f,55,46
572,8,British Grand Prix,1995-07-16,572,https://en.wikipedia.org/wiki/1995_British_Grand_Prix,f,1,46
573,9,German Grand Prix,1995-07-30,573,https://en.wikipedia.org/wiki/1995_German_Grand_Prix,f,33,46
574,10,Hungarian Grand Prix,1995-08-13,574,https://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,f,52,46
575,11,Belgian Grand Prix,1995-08-27,575,https://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,f,5,46
576,12,Italian Grand Prix,1995-09-10,576,https://en.wikipedia.org/wiki/1995_Italian_Grand_Prix,f,7,46
577,13,Portuguese Grand Prix,1995-09-24,577,https://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix,f,49,46
578,14,European Grand Prix,1995-10-01,578,https://en.wikipedia.org/wiki/1995_European_Grand_Prix,f,8,46
579,15,Pacific Grand Prix,1995-10-22,579,https://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix,f,58,46
580,16,Japanese Grand Prix,1995-10-29,580,https://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix,f,53,46
581,17,Australian Grand Prix,1995-11-12,581,https://en.wikipedia.org/wiki/1995_Australian_Grand_Prix,f,50,46
582,1,Australian Grand Prix,1996-03-10,582,https://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,f,59,47
583,2,Brazilian Grand Prix,1996-03-31,583,https://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,f,37,47
584,3,Argentine Grand Prix,1996-04-07,584,https://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,f,12,47
585,4,European Grand Prix,1996-04-28,585,https://en.wikipedia.org/wiki/1996_European_Grand_Prix,f,8,47
586,5,San Marino Grand Prix,1996-05-05,586,https://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix,f,45,47
587,6,Monaco Grand Prix,1996-05-19,587,https://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,f,2,47
588,7,Spanish Grand Prix,1996-06-02,588,https://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,f,56,47
589,8,Canadian Grand Prix,1996-06-16,589,https://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,f,44,47
590,9,French Grand Prix,1996-06-30,590,https://en.wikipedia.org/wiki/1996_French_Grand_Prix,f,55,47
591,10,British Grand Prix,1996-07-14,591,https://en.wikipedia.org/wiki/1996_British_Grand_Prix,f,1,47
592,11,German Grand Prix,1996-07-28,592,https://en.wikipedia.org/wiki/1996_German_Grand_Prix,f,33,47
593,12,Hungarian Grand Prix,1996-08-11,593,https://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,f,52,47
594,13,Belgian Grand Prix,1996-08-25,594,https://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,f,5,47
595,14,Italian Grand Prix,1996-09-08,595,https://en.wikipedia.org/wiki/1996_Italian_Grand_Prix,f,7,47
596,15,Portuguese Grand Prix,1996-09-22,596,https://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix,f,49,47
597,16,Japanese Grand Prix,1996-10-13,597,https://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,f,53,47
598,1,Australian Grand Prix,1997-03-09,598,https://en.wikipedia.org/wiki/1997_Australian_Grand_Prix,f,59,48
599,2,Brazilian Grand Prix,1997-03-30,599,https://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix,f,37,48
600,3,Argentine Grand Prix,1997-04-13,600,https://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,f,12,48
601,4,San Marino Grand Prix,1997-04-27,601,https://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,f,45,48
602,5,Monaco Grand Prix,1997-05-11,602,https://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,f,2,48
603,6,Spanish Grand Prix,1997-05-25,603,https://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,f,56,48
604,7,Canadian Grand Prix,1997-06-15,604,https://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,f,44,48
605,8,French Grand Prix,1997-06-29,605,https://en.wikipedia.org/wiki/1997_French_Grand_Prix,f,55,48
606,9,British Grand Prix,1997-07-13,606,https://en.wikipedia.org/wiki/1997_British_Grand_Prix,f,1,48
607,10,German Grand Prix,1997-07-27,607,https://en.wikipedia.org/wiki/1997_German_Grand_Prix,f,33,48
608,11,Hungarian Grand Prix,1997-08-10,608,https://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,f,52,48
609,12,Belgian Grand Prix,1997-08-24,609,https://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,f,5,48
610,13,Italian Grand Prix,1997-09-07,610,https://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,f,7,48
611,14,Austrian Grand Prix,1997-09-21,611,https://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,f,34,48
612,15,Luxembourg Grand Prix,1997-09-28,612,https://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,f,8,48
613,16,Japanese Grand Prix,1997-10-12,613,https://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,f,53,48
614,17,European Grand Prix,1997-10-26,614,https://en.wikipedia.org/wiki/1997_European_Grand_Prix,f,51,48
615,1,Australian Grand Prix,1998-03-08,615,https://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,f,59,49
616,2,Brazilian Grand Prix,1998-03-29,616,https://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,f,37,49
617,3,Argentine Grand Prix,1998-04-12,617,https://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,f,12,49
618,4,San Marino Grand Prix,1998-04-26,618,https://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,f,45,49
619,5,Spanish Grand Prix,1998-05-10,619,https://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,f,56,49
620,6,Monaco Grand Prix,1998-05-24,620,https://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,f,2,49
621,7,Canadian Grand Prix,1998-06-07,621,https://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,f,44,49
622,8,French Grand Prix,1998-06-28,622,https://en.wikipedia.org/wiki/1998_French_Grand_Prix,f,55,49
623,9,British Grand Prix,1998-07-12,623,https://en.wikipedia.org/wiki/1998_British_Grand_Prix,f,1,49
624,10,Austrian Grand Prix,1998-07-26,624,https://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,f,34,49
625,11,German Grand Prix,1998-08-02,625,https://en.wikipedia.org/wiki/1998_German_Grand_Prix,f,33,49
626,12,Hungarian Grand Prix,1998-08-16,626,https://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,f,52,49
627,13,Belgian Grand Prix,1998-08-30,627,https://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,f,5,49
628,14,Italian Grand Prix,1998-09-13,628,https://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,f,7,49
629,15,Luxembourg Grand Prix,1998-09-27,629,https://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,f,8,49
630,16,Japanese Grand Prix,1998-11-01,630,https://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,f,53,49
631,1,Australian Grand Prix,1999-03-07,631,https://en.wikipedia.org/wiki/1999_Australian_Grand_Prix,f,59,50
632,2,Brazilian Grand Prix,1999-04-11,632,https://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix,f,37,50
633,3,San Marino Grand Prix,1999-05-02,633,https://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix,f,45,50
634,4,Monaco Grand Prix,1999-05-16,634,https://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix,f,2,50
635,5,Spanish Grand Prix,1999-05-30,635,https://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix,f,56,50
636,6,Canadian Grand Prix,1999-06-13,636,https://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,f,44,50
637,7,French Grand Prix,1999-06-27,637,https://en.wikipedia.org/wiki/1999_French_Grand_Prix,f,55,50
638,8,British Grand Prix,1999-07-11,638,https://en.wikipedia.org/wiki/1999_British_Grand_Prix,f,1,50
639,9,Austrian Grand Prix,1999-07-25,639,https://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix,f,34,50
640,10,German Grand Prix,1999-08-01,640,https://en.wikipedia.org/wiki/1999_German_Grand_Prix,f,33,50
641,11,Hungarian Grand Prix,1999-08-15,641,https://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,f,52,50
642,12,Belgian Grand Prix,1999-08-29,642,https://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,f,5,50
643,13,Italian Grand Prix,1999-09-12,643,https://en.wikipedia.org/wiki/1999_Italian_Grand_Prix,f,7,50
644,14,European Grand Prix,1999-09-26,644,https://en.wikipedia.org/wiki/1999_European_Grand_Prix,f,8,50
645,15,Malaysian Grand Prix,1999-10-17,645,https://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,f,60,50
646,16,Japanese Grand Prix,1999-10-31,646,https://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix,f,53,50
647,1,Australian Grand Prix,2000-03-12,647,https://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,f,59,51
648,2,Brazilian Grand Prix,2000-03-26,648,https://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix,f,37,51
649,3,San Marino Grand Prix,2000-04-09,649,https://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix,f,45,51
650,4,British Grand Prix,2000-04-23,650,https://en.wikipedia.org/wiki/2000_British_Grand_Prix,f,1,51
651,5,Spanish Grand Prix,2000-05-07,651,https://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix,f,56,51
652,6,European Grand Prix,2000-05-21,652,https://en.wikipedia.org/wiki/2000_European_Grand_Prix,f,8,51
653,7,Monaco Grand Prix,2000-06-04,653,https://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix,f,2,51
654,8,Canadian Grand Prix,2000-06-18,654,https://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix,f,44,51
655,9,French Grand Prix,2000-07-02,655,https://en.wikipedia.org/wiki/2000_French_Grand_Prix,f,55,51
656,10,Austrian Grand Prix,2000-07-16,656,https://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix,f,34,51
657,11,German Grand Prix,2000-07-30,657,https://en.wikipedia.org/wiki/2000_German_Grand_Prix,f,33,51
658,12,Hungarian Grand Prix,2000-08-13,658,https://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix,f,52,51
659,13,Belgian Grand Prix,2000-08-27,659,https://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix,f,5,51
660,14,Italian Grand Prix,2000-09-10,660,https://en.wikipedia.org/wiki/2000_Italian_Grand_Prix,f,7,51
661,15,United States Grand Prix,2000-09-24,661,https://en.wikipedia.org/wiki/2000_United_States_Grand_Prix,f,3,51
662,16,Japanese Grand Prix,2000-10-08,662,https://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix,f,53,51
663,17,Malaysian Grand Prix,2000-10-22,663,https://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix,f,60,51
664,1,Australian Grand Prix,2001-03-04,664,https://en.wikipedia.org/wiki/2001_Australian_Grand_Prix,f,59,52
665,2,Malaysian Grand Prix,2001-03-18,665,https://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix,f,60,52
666,3,Brazilian Grand Prix,2001-04-01,666,https://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix,f,37,52
667,4,San Marino Grand Prix,2001-04-15,667,https://en.wikipedia.org/wiki/2001_San_Marino_Grand_Prix,f,45,52
668,5,Spanish Grand Prix,2001-04-29,668,https://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix,f,56,52
669,6,Austrian Grand Prix,2001-05-13,669,https://en.wikipedia.org/wiki/2001_Austrian_Grand_Prix,f,34,52
670,7,Monaco Grand Prix,2001-05-27,670,https://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix,f,2,52
671,8,Canadian Grand Prix,2001-06-10,671,https://en.wikipedia.org/wiki/2001_Canadian_Grand_Prix,f,44,52
672,9,European Grand Prix,2001-06-24,672,https://en.wikipedia.org/wiki/2001_European_Grand_Prix,f,8,52
673,10,French Grand Prix,2001-07-01,673,https://en.wikipedia.org/wiki/2001_French_Grand_Prix,f,55,52
674,11,British Grand Prix,2001-07-15,674,https://en.wikipedia.org/wiki/2001_British_Grand_Prix,f,1,52
675,12,German Grand Prix,2001-07-29,675,https://en.wikipedia.org/wiki/2001_German_Grand_Prix,f,33,52
676,13,Hungarian Grand Prix,2001-08-19,676,https://en.wikipedia.org/wiki/2001_Hungarian_Grand_Prix,f,52,52
677,14,Belgian Grand Prix,2001-09-02,677,https://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix,f,5,52
678,15,Italian Grand Prix,2001-09-16,678,https://en.wikipedia.org/wiki/2001_Italian_Grand_Prix,f,7,52
679,16,United States Grand Prix,2001-09-30,679,https://en.wikipedia.org/wiki/2001_United_States_Grand_Prix,f,3,52
680,17,Japanese Grand Prix,2001-10-14,680,https://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix,f,53,52
681,1,Australian Grand Prix,2002-03-03,681,https://en.wikipedia.org/wiki/2002_Australian_Grand_Prix,f,59,53
682,2,Malaysian Grand Prix,2002-03-17,682,https://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix,f,60,53
683,3,Brazilian Grand Prix,2002-03-31,683,https://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix,f,37,53
684,4,San Marino Grand Prix,2002-04-14,684,https://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix,f,45,53
685,5,Spanish Grand Prix,2002-04-28,685,https://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix,f,56,53
686,6,Austrian Grand Prix,2002-05-12,686,https://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix,f,34,53
687,7,Monaco Grand Prix,2002-05-26,687,https://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix,f,2,53
688,8,Canadian Grand Prix,2002-06-09,688,https://en.wikipedia.org/wiki/2002_Canadian_Grand_Prix,f,44,53
689,9,European Grand Prix,2002-06-23,689,https://en.wikipedia.org/wiki/2002_European_Grand_Prix,f,8,53
690,10,British Grand Prix,2002-07-07,690,https://en.wikipedia.org/wiki/2002_British_Grand_Prix,f,1,53
691,11,French Grand Prix,2002-07-21,691,https://en.wikipedia.org/wiki/2002_French_Grand_Prix,f,55,53
692,12,German Grand Prix,2002-07-28,692,https://en.wikipedia.org/wiki/2002_German_Grand_Prix,f,33,53
693,13,Hungarian Grand Prix,2002-08-18,693,https://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,f,52,53
