race_id,driver_id,constructor_id,number,qualifying_position,q1,q2,q3
1081,825,210,20,16,1:44.643,\N,\N
1081,848,3,23,17,1:44.719,\N,\N
1081,849,3,6,18,1:45.367,\N,\N
1081,840,117,18,19,1:45.371,\N,\N
1081,854,210,47,20,1:45.775,\N,\N
1082,830,9,1,1,1:32.219,1:23.746,1:21.299
1082,4,214,14,2,1:32.277,1:24.848,1:21.944
1082,832,6,55,3,1:32.781,1:25.197,1:22.096
1082,1,131,44,4,1:33.841,1:25.543,1:22.891
1082,825,210,20,5,1:32.957,1:26.254,1:22.960
1082,854,210,47,6,1:33.707,1:25.684,1:23.356
1082,839,214,31,7,1:33.012,1:26.135,1:23.529
1082,847,131,63,8,1:33.160,1:24.950,1:23.557
1082,817,1,3,9,1:33.636,1:26.375,1:23.749
1082,855,51,24,10,1:33.692,1:26.116,1:24.030
1082,822,51,77,11,1:33.689,1:26.788,\N
1082,848,3,23,12,1:34.047,1:26.858,\N
1082,815,9,11,13,1:33.929,1:33.127,\N
1082,846,1,4,14,1:34.066,\N,\N
1082,844,6,16,15,1:33.008,\N,\N
1082,842,213,10,16,1:34.492,\N,\N
1082,20,117,5,17,1:34.512,\N,\N
1082,840,117,18,18,1:35.532,\N,\N
1082,849,3,6,19,1:35.660,\N,\N
1082,852,213,22,20,1:36.575,\N,\N
1083,832,6,55,1,1:40.190,1:41.602,1:40.983
1083,830,9,1,2,1:39.129,1:40.655,1:41.055
1083,844,6,16,3,1:39.846,1:41.247,1:41.298
1083,815,9,11,4,1:40.521,1:42.513,1:41.616
1083,1,131,44,5,1:40.428,1:41.062,1:41.995
1083,846,1,4,6,1:41.515,1:41.821,1:42.084
1083,4,214,14,7,1:41.598,1:42.209,1:42.116
1083,847,131,63,8,1:40.028,1:41.725,1:42.161
1083,855,51,24,9,1:40.791,1:42.640,1:42.719
1083,849,3,6,10,1:41.998,1:43.273,2:03.095
1083,842,213,10,11,1:41.680,1:43.702,\N
1083,822,51,77,12,1:41.396,1:44.232,\N
1083,852,213,22,13,1:41.893,1:44.311,\N
1083,817,1,3,14,1:41.933,1:44.355,\N
1083,839,214,31,15,1:41.730,1:45.190,\N
1083,848,3,23,16,1:42.078,\N,\N
1083,825,210,20,17,1:42.159,\N,\N
1083,20,117,5,18,1:42.666,\N,\N
1083,854,210,47,19,1:42.708,\N,\N
1083,840,117,18,20,1:43.430,\N,\N
1084,830,9,1,1,1:05.852,1:05.374,1:04.984
1084,844,6,16,2,1:05.419,1:05.287,1:05.013
1084,832,6,55,3,1:05.660,1:05.576,1:05.066
1084,847,131,63,4,1:06.235,1:05.697,1:05.431
1084,839,214,31,5,1:06.468,1:05.993,1:05.726
1084,825,210,20,6,1:06.366,1:05.894,1:05.879
1084,854,210,47,7,1:06.405,1:06.151,1:06.011
1084,4,214,14,8,1:06.016,1:06.082,1:06.103
1084,1,131,44,9,1:06.079,1:05.475,1:13.151
1084,842,213,10,10,1:06.589,1:06.160,\N
1084,848,3,23,11,1:06.516,1:06.230,\N
1084,822,51,77,12,1:06.442,1:06.319,\N
1084,815,9,11,13,1:06.143,1:06.458,\N
1084,852,213,22,14,1:06.463,1:06.851,\N
1084,846,1,4,15,1:06.330,1:25.847,\N
1084,817,1,3,16,1:06.613,\N,\N
1084,840,117,18,17,1:06.847,\N,\N
1084,855,51,24,18,1:06.901,\N,\N
1084,849,3,6,19,1:07.003,\N,\N
1084,20,117,5,20,1:07.083,\N,\N
1085,844,6,16,1,1:31.727,1:31.216,1:30.872
1085,830,9,1,2,1:31.891,1:31.990,1:31.176
1085,815,9,11,3,1:32.354,1:32.120,1:31.335
1085,1,131,44,4,1:33.041,1:32.274,1:31.765
1085,846,1,4,5,1:32.672,1:32.777,1:32.032
1085,847,131,63,6,1:33.109,1:32.633,1:32.131
1085,4,214,14,7,1:32.819,1:32.631,1:32.552
1085,852,213,22,8,1:33.394,1:32.836,1:32.780
1085,832,6,55,9,1:32.297,1:31.081,\N
1085,825,210,20,10,1:32.756,1:32.649,\N
1085,817,1,3,11,1:33.404,1:32.922,\N
1085,839,214,31,12,1:33.346,1:33.048,\N
1085,822,51,77,13,1:33.034,1:33.052,\N
1085,20,117,5,14,1:33.285,1:33.276,\N
1085,848,3,23,15,1:33.423,1:33.307,\N
1085,842,213,10,16,1:33.439,\N,\N
1085,840,117,18,17,1:33.439,\N,\N
1085,855,51,24,18,1:33.674,\N,\N
1085,854,210,47,19,1:33.701,\N,\N
1085,849,3,6,20,1:33.794,\N,\N
1086,847,131,63,1,1:18.407,1:18.154,1:17.377
1086,832,6,55,2,1:18.434,1:17.946,1:17.421
1086,844,6,16,3,1:18.806,1:17.768,1:17.567
1086,846,1,4,4,1:18.653,1:18.121,1:17.769
1086,839,214,31,5,1:18.866,1:18.216,1:18.018
1086,4,214,14,6,1:18.716,1:17.904,1:18.078
1086,1,131,44,7,1:18.374,1:18.035,1:18.142
1086,822,51,77,8,1:18.935,1:18.445,1:18.157
1086,817,1,3,9,1:18.775,1:18.198,1:18.379
1086,830,9,1,10,1:18.509,1:17.703,1:18.823
1086,815,9,11,11,1:19.118,1:18.516,\N
1086,855,51,24,12,1:18.973,1:18.573,\N
1086,825,210,20,13,1:18.993,1:18.825,\N
1086,840,117,18,14,1:19.205,1:19.137,\N
1086,854,210,47,15,1:19.164,1:19.202,\N
1086,852,213,22,16,1:19.240,\N,\N
1086,848,3,23,17,1:19.256,\N,\N
1086,20,117,5,18,1:19.273,\N,\N
1086,842,213,10,19,1:19.527,\N,\N
1086,849,3,6,20,1:19.570,\N,\N
1087,830,9,1,1,1:44.581,1:44.723,1:43.665
1087,832,6,55,2,1:45.050,1:45.418,1:44.297
1087,815,9,11,3,1:45.377,1:44.794,1:44.462
1087,844,6,16,4,1:45.572,1:44.551,1:44.553
1087,839,214,31,5,1:46.039,1:45.475,1:45.180
1087,4,214,14,6,1:46.075,1:45.552,1:45.368
1087,1,131,44,7,1:45.736,1:45.420,1:45.503
1087,847,131,63,8,1:45.650,1:45.461,1:45.776
1087,848,3,23,9,1:45.672,1:45.675,1:45.837
1087,846,1,4,10,1:45.745,1:45.603,1:46.178
1087,817,1,3,11,1:46.212,1:45.767,\N
1087,842,213,10,12,1:46.183,1:45.827,\N
1087,855,51,24,13,1:46.178,1:46.085,\N
1087,840,117,18,14,1:46.256,1:46.611,\N
1087,854,210,47,15,1:46.342,1:47.718,\N
1087,20,117,5,16,1:46.344,\N,\N
1087,849,3,6,17,1:46.401,\N,\N
1087,825,210,20,18,1:46.557,\N,\N
1087,852,213,22,19,1:46.692,\N,\N
1087,822,51,77,20,1:47.866,\N,\N
1088,830,9,1,1,1:11.317,1:10.927,1:10.342
1088,844,6,16,2,1:11.443,1:10.988,1:10.363
1088,832,6,55,3,1:11.767,1:10.814,1:10.434
1088,1,131,44,4,1:11.331,1:11.075,1:10.648
1088,815,9,11,5,1:11.641,1:11.314,1:11.077
1088,847,131,63,6,1:11.561,1:10.824,1:11.147
1088,846,1,4,7,1:11.556,1:11.116,1:11.174
1088,854,210,47,8,1:11.741,1:11.420,1:11.442
1088,852,213,22,9,1:11.427,1:11.428,1:12.556
1088,840,117,18,10,1:11.568,1:11.416,\N
1088,842,213,10,11,1:11.705,1:11.512,\N
1088,839,214,31,12,1:11.748,1:11.605,\N
1088,4,214,14,13,1:11.667,1:11.613,\N
1088,855,51,24,14,1:11.826,1:11.704,\N
1088,848,3,23,15,1:11.695,1:11.802,\N
1088,822,51,77,16,1:11.961,\N,\N
1088,817,1,3,17,1:12.081,\N,\N
1088,825,210,20,18,1:12.319,\N,\N
1088,20,117,5,19,1:12.391,\N,\N
1088,849,3,6,20,1:13.353,\N,\N
1089,844,6,16,1,1:21.280,1:21.208,1:20.161
1089,830,9,1,2,1:20.922,1:21.265,1:20.306
1089,832,6,55,3,1:21.348,1:20.878,1:20.429
1089,815,9,11,4,1:21.495,1:21.358,1:21.206
1089,1,131,44,5,1:22.048,1:21.708,1:21.524
1089,847,131,63,6,1:21.785,1:21.747,1:21.542
1089,846,1,4,7,1:22.130,1:21.831,1:21.584
1089,817,1,3,8,1:22.139,1:21.855,1:21.925
1089,842,213,10,9,1:22.010,1:22.062,1:22.648
1089,4,214,14,10,1:22.089,1:21.861,\N
1089,839,214,31,11,1:22.166,1:22.130,\N
1089,822,51,77,12,1:22.254,1:22.235,\N
1089,856,3,45,13,1:22.567,1:22.471,\N
1089,855,51,24,14,1:22.003,1:22.577,\N
1089,852,213,22,15,1:22.020,\N,\N
1089,849,3,6,16,1:22.587,\N,\N
1089,20,117,5,17,1:22.636,\N,\N
1089,840,117,18,18,1:22.748,\N,\N
1089,825,210,20,19,1:22.908,\N,\N
1089,854,210,47,20,1:23.005,\N,\N
1091,844,6,16,1,1:54.129,1:52.343,1:49.412
1091,815,9,11,2,1:54.404,1:52.818,1:49.434
1091,1,131,44,3,1:53.161,1:52.691,1:49.466
1091,832,6,55,4,1:54.559,1:53.219,1:49.583
1091,4,214,14,5,1:55.360,1:53.127,1:49.966
1091,846,1,4,6,1:55.914,1:53.942,1:50.584
1091,842,213,10,7,1:55.606,1:53.546,1:51.211
1091,830,9,1,8,1:53.057,1:52.723,1:51.395
1091,825,210,20,9,1:55.103,1:54.006,1:51.573
1091,852,213,22,10,1:55.314,1:53.848,1:51.983
1091,847,131,63,11,1:54.633,1:54.012,\N
1091,840,117,18,12,1:55.629,1:54.211,\N
1091,854,210,47,13,1:55.736,1:54.370,\N
1091,20,117,5,14,1:55.602,1:54.380,\N
1091,855,51,24,15,1:55.375,1:55.518,\N
1091,822,51,77,16,1:56.083,\N,\N
1091,817,1,3,17,1:56.226,\N,\N
1091,839,214,31,18,1:56.337,\N,\N
1091,848,3,23,19,1:56.985,\N,\N
1091,849,3,6,20,1:57.532,\N,\N
1092,830,9,1,1,1:30.224,1:30.346,1:29.304
1092,844,6,16,2,1:30.402,1:30.486,1:29.314
1092,832,6,55,3,1:30.336,1:30.444,1:29.361
1092,815,9,11,4,1:30.622,1:29.925,1:29.709
1092,839,214,31,5,1:30.696,1:30.357,1:30.165
1092,1,131,44,6,1:30.906,1:30.443,1:30.261
1092,4,214,14,7,1:30.603,1:30.343,1:30.322
1092,847,131,63,8,1:30.865,1:30.465,1:30.389
1092,20,117,5,9,1:31.256,1:30.656,1:30.554
1092,846,1,4,10,1:30.881,1:30.473,1:31.003
1092,817,1,3,11,1:30.880,1:30.659,\N
1092,822,51,77,12,1:31.226,1:30.709,\N
1092,852,213,22,13,1:31.130,1:30.808,\N
1092,855,51,24,14,1:30.894,1:30.953,\N
1092,854,210,47,15,1:31.152,1:31.439,\N
1092,848,3,23,16,1:31.311,\N,\N
1092,842,213,10,17,1:31.322,\N,\N
1092,825,210,20,18,1:31.352,\N,\N
1092,840,117,18,19,1:31.419,\N,\N
1092,849,3,6,20,1:31.511,\N,\N
1093,832,6,55,1,1:35.297,1:35.590,1:34.356
1093,844,6,16,2,1:35.795,1:35.246,1:34.421
1093,830,9,1,3,1:35.864,1:35.294,1:34.448
1093,815,9,11,4,1:36.163,1:35.864,1:34.645
1093,1,131,44,5,1:36.148,1:35.732,1:34.947
1093,847,131,63,6,1:36.195,1:35.692,1:34.988
1093,840,117,18,7,1:36.860,1:36.032,1:35.598
1093,846,1,4,8,1:36.465,1:36.341,1:35.690
1093,4,214,14,9,1:36.446,1:35.988,1:35.876
1093,822,51,77,10,1:36.746,1:36.321,1:36.319
1093,848,3,23,11,1:36.932,1:36.368,\N
1093,20,117,5,12,1:36.695,1:36.398,\N
1093,842,213,10,13,1:36.577,1:36.740,\N
1093,855,51,24,14,1:36.656,1:36.970,\N
1093,852,213,22,15,1:36.808,1:37.147,\N
1093,825,210,20,16,1:36.949,\N,\N
1093,817,1,3,17,1:37.046,\N,\N
1093,839,214,31,18,1:37.068,\N,\N
1093,854,210,47,19,1:37.111,\N,\N
1093,849,3,6,20,1:37.244,\N,\N
1094,830,9,1,1,1:19.222,1:18.566,1:17.775
1094,847,131,63,2,1:19.583,1:18.565,1:18.079
1094,1,131,44,3,1:19.169,1:18.552,1:18.084
1094,815,9,11,4,1:19.706,1:18.615,1:18.128
1094,832,6,55,5,1:19.566,1:18.560,1:18.351
1094,822,51,77,6,1:19.523,1:18.762,1:18.401
1094,844,6,16,7,1:19.505,1:19.109,1:18.555
1094,846,1,4,8,1:19.857,1:19.119,1:18.721
1094,4,214,14,9,1:20.006,1:19.272,1:18.939
1094,839,214,31,10,1:19.945,1:19.081,1:19.010
1094,817,1,3,11,1:20.279,1:19.325,\N
1094,855,51,24,12,1:20.283,1:19.476,\N
1094,852,213,22,13,1:19.907,1:19.589,\N
1094,842,213,10,14,1:20.256,1:19.672,\N
1094,825,210,20,15,1:20.293,1:19.833,\N
1094,854,210,47,16,1:20.419,\N,\N
1094,20,117,5,17,1:20.419,\N,\N
1094,840,117,18,18,1:20.520,\N,\N
1094,848,3,23,19,1:20.859,\N,\N
1094,849,3,6,20,1:21.167,\N,\N
1095,825,210,20,1,1:13.954,1:11.410,1:11.674
1095,830,9,1,2,1:13.625,1:10.881,1:11.877
1095,847,131,63,3,1:14.427,1:11.318,1:12.059
1095,846,1,4,4,1:13.106,1:11.377,1:12.263
1095,832,6,55,5,1:14.680,1:10.890,1:12.357
1095,839,214,31,6,1:14.663,1:11.587,1:12.425
1095,4,214,14,7,1:13.542,1:11.394,1:12.504
1095,1,131,44,8,1:13.403,1:11.539,1:12.611
1095,815,9,11,9,1:13.613,1:11.456,1:15.601
1095,844,6,16,10,1:14.486,1:10.950,\N
1095,848,3,23,11,1:14.324,1:11.631,\N
1095,842,213,10,12,1:14.371,1:11.675,\N
1095,20,117,5,13,1:13.597,1:11.678,\N
1095,817,1,3,14,1:14.931,1:12.140,\N
1095,849,3,6,16,1:15.095,\N,\N
1095,855,51,24,17,1:15.197,\N,\N
1095,822,51,77,18,1:15.486,\N,\N
1095,852,213,22,19,1:16.264,\N,\N
1095,854,210,47,20,1:16.361,\N,\N
1095,840,117,18,15,1:14.398,1:12.210,\N
1096,830,9,1,1,1:24.754,1:24.622,1:23.824
1096,815,9,11,2,1:24.820,1:24.419,1:24.052
1096,844,6,16,3,1:25.211,1:24.517,1:24.092
1096,832,6,55,4,1:25.090,1:24.521,1:24.242
1096,1,131,44,5,1:25.594,1:24.774,1:24.508
1096,847,131,63,6,1:25.545,1:24.940,1:24.511
1096,846,1,4,7,1:25.387,1:24.903,1:24.769
1096,839,214,31,8,1:25.735,1:25.007,1:24.830
1096,20,117,5,9,1:25.523,1:24.974,1:24.961
1096,817,1,3,10,1:25.766,1:25.068,1:25.045
1096,4,214,14,11,1:25.782,1:25.096,\N
1096,852,213,22,12,1:25.630,1:25.219,\N
1096,854,210,47,13,1:25.711,1:25.225,\N
1096,840,117,18,14,1:25.741,1:25.359,\N
1096,855,51,24,15,1:25.594,1:25.408,\N
1096,825,210,20,16,1:25.834,\N,\N
1096,842,213,10,17,1:25.859,\N,\N
1096,822,51,77,18,1:25.892,\N,\N
1096,848,3,23,19,1:26.028,\N,\N
1096,849,3,6,20,1:26.054,\N,\N
1098,830,9,1,1,1:31.295,1:30.503,1:29.708
1098,815,9,11,2,1:31.479,1:30.746,1:29.846
1098,844,6,16,3,1:31.094,1:30.282,1:30.000
1098,832,6,55,4,1:30.993,1:30.515,1:30.154
1098,4,117,14,5,1:31.158,1:30.645,1:30.336
1098,847,131,63,6,1:31.057,1:30.507,1:30.340
1098,1,131,44,7,1:31.543,1:30.513,1:30.384
1098,840,117,18,8,1:31.184,1:31.127,1:30.836
1098,839,214,31,9,1:31.508,1:30.914,1:30.984
1098,807,210,27,10,1:31.204,1:30.809,\N
1098,846,1,4,11,1:31.652,1:31.381,\N
1098,822,51,77,12,1:31.504,1:31.443,\N
1098,855,51,24,13,1:31.615,1:31.473,\N
1098,852,213,22,14,1:31.400,1:32.510,\N
1098,848,3,23,15,1:31.461,\N,\N
1098,858,3,2,16,1:31.652,\N,\N
1098,825,210,20,17,1:31.892,\N,\N
1098,857,1,81,18,1:32.101,\N,\N
1098,856,213,21,19,1:32.121,\N,\N
1098,842,214,10,20,1:32.181,\N,\N
1099,815,9,11,1,1:29.244,1:28.635,1:28.265
1099,844,6,16,2,1:29.376,1:28.903,1:28.420
1099,4,117,14,3,1:29.298,1:28.757,1:28.730
1099,847,131,63,4,1:29.592,1:29.132,1:28.857
1099,832,6,55,5,1:29.411,1:28.957,1:28.931
1099,840,117,18,6,1:29.335,1:28.962,1:28.945
1099,839,214,31,7,1:29.707,1:29.255,1:29.078
1099,1,131,44,8,1:29.689,1:29.374,1:29.223
1099,857,1,81,9,1:29.706,1:29.378,1:29.243
1099,842,214,10,10,1:29.890,1:29.411,1:29.357
1099,807,210,27,11,1:29.547,1:29.451,\N
1099,855,51,24,12,1:29.654,1:29.461,\N
1099,825,210,20,13,1:29.744,1:29.634,\N
1099,822,51,77,14,1:29.929,1:29.668,\N
1099,830,9,1,15,1:28.761,1:49.953,\N
1099,852,213,22,16,1:29.939,\N,\N
1099,848,3,23,17,1:29.994,\N,\N
1099,856,213,21,18,1:30.244,\N,\N
1099,846,1,4,19,1:30.447,\N,\N
1099,858,3,2,20,2:08.510,\N,\N
1100,830,9,1,1,1:17.384,1:17.056,1:16.732
1100,847,131,63,2,1:17.654,1:17.513,1:16.968
1100,1,131,44,3,1:17.689,1:17.551,1:17.104
1100,4,117,14,4,1:17.832,1:17.283,1:17.139
1100,832,6,55,5,1:17.928,1:17.349,1:17.270
1100,840,117,18,6,1:17.873,1:17.616,1:17.308
1100,844,6,16,7,1:18.218,1:17.390,1:17.369
1100,848,3,23,8,1:17.962,1:17.761,1:17.609
1100,842,214,10,9,1:18.312,1:17.574,1:17.675
1100,807,210,27,10,1:18.029,1:17.412,1:17.735
1100,839,214,31,11,1:17.770,1:17.768,\N
1100,852,213,22,12,1:18.471,1:18.099,\N
1100,846,1,4,13,1:18.243,1:18.119,\N
1100,825,210,20,14,1:18.159,1:18.129,\N
1100,856,213,21,15,1:18.450,1:18.335,\N
1100,857,1,81,16,1:18.517,\N,\N
1100,855,51,24,17,1:18.540,\N,\N
1100,858,3,2,18,1:18.557,\N,\N
1100,822,51,77,19,1:18.714,\N,\N
1100,815,9,11,20,\N,\N,\N
1101,844,6,16,1,1:41.269,1:41.037,1:40.203
1101,830,9,1,2,1:41.398,1:40.822,1:40.391
1101,815,9,11,3,1:41.756,1:41.131,1:40.495
1101,832,6,55,4,1:42.197,1:41.369,1:41.016
1101,1,131,44,5,1:42.113,1:41.650,1:41.177
1101,4,117,14,6,1:41.720,1:41.370,1:41.253
1101,846,1,4,7,1:42.154,1:41.485,1:41.281
1101,852,213,22,8,1:42.234,1:41.569,1:41.581
1101,840,117,18,9,1:42.524,1:41.576,1:41.611
1101,857,1,81,10,1:42.455,1:41.636,1:41.611
1101,847,131,63,11,1:42.073,1:41.654,\N
1101,839,214,31,12,1:42.622,1:41.798,\N
1101,848,3,23,13,1:42.171,1:41.818,\N
1101,822,51,77,14,1:42.582,1:42.259,\N
1101,858,3,2,15,1:42.242,1:42.395,\N
1101,855,51,24,16,1:42.642,\N,\N
1101,807,210,27,17,1:42.755,\N,\N
1101,825,210,20,18,1:43.417,\N,\N
1101,842,214,10,19,1:44.853,\N,\N
1101,856,213,21,20,\N,\N,\N
1102,815,9,11,1,1:27.713,1:27.328,1:26.841
1102,4,117,14,2,1:28.179,1:27.097,1:27.202
1102,832,6,55,3,1:27.686,1:27.148,1:27.349
1102,825,210,20,4,1:27.809,1:27.673,1:27.767
1102,842,214,10,5,1:28.061,1:27.612,1:27.786
1102,847,131,63,6,1:28.086,1:27.743,1:27.804
1102,844,6,16,7,1:27.713,1:26.964,1:27.861
1102,839,214,31,8,1:27.872,1:27.444,1:27.935
1102,830,9,1,9,1:27.363,1:26.814,\N
1102,822,51,77,10,1:27.864,1:27.564,\N
1102,848,3,23,11,1:28.234,1:27.795,\N
1102,807,210,27,12,1:27.945,1:27.903,\N
1102,1,131,44,13,1:27.846,1:27.975,\N
1102,855,51,24,14,1:28.180,1:28.091,\N
1102,856,213,21,15,1:28.325,1:28.395,\N
1102,846,1,4,16,1:28.394,\N,\N
1102,852,213,22,17,1:28.429,\N,\N
1102,840,117,18,18,1:28.476,\N,\N
1102,857,1,81,19,1:28.484,\N,\N
1102,858,3,2,20,1:28.577,\N,\N
1104,830,9,1,1,1:12.386,1:11.908,1:11.365
1104,4,117,14,2,1:12.886,1:12.107,1:11.449
1104,844,6,16,3,1:12.912,1:12.103,1:11.471
1104,839,214,31,4,1:12.967,1:12.248,1:11.553
1104,832,6,55,5,1:12.717,1:12.210,1:11.630
1104,1,131,44,6,1:12.872,1:12.156,1:11.725
1104,842,214,10,7,1:13.033,1:12.169,1:11.933
1104,847,131,63,8,1:12.769,1:12.151,1:11.964
1104,852,213,22,9,1:12.642,1:12.249,1:12.082
1104,846,1,4,10,1:12.877,1:12.377,1:12.254
1104,857,1,81,11,1:13.006,1:12.395,\N
1104,856,213,21,12,1:13.054,1:12.428,\N
1104,848,3,23,13,1:12.706,1:12.527,\N
1104,840,117,18,14,1:12.722,1:12.623,\N
1104,822,51,77,15,1:13.038,1:12.625,\N
1104,858,3,2,16,1:13.113,\N,\N
1104,825,210,20,17,1:13.270,\N,\N
1104,807,210,27,18,1:13.279,\N,\N
1104,855,51,24,19,1:13.523,\N,\N
1104,815,9,11,20,1:13.850,\N,\N
1105,830,9,1,1,1:13.615,1:12.760,1:12.272
1105,832,6,55,2,1:13.411,1:12.790,1:12.734
1105,846,1,4,3,1:13.295,1:12.776,1:12.792
1105,842,214,10,4,1:13.471,1:13.186,1:12.816
1105,1,131,44,5,1:12.937,1:12.999,1:12.818
1105,840,117,18,6,1:13.766,1:13.082,1:12.994
1105,839,214,31,7,1:13.433,1:13.001,1:13.083
1105,807,210,27,8,1:13.420,1:13.283,1:13.229
1105,4,117,14,9,1:13.747,1:13.098,1:13.507
1105,857,1,81,10,1:13.691,1:13.059,1:13.682
1105,815,9,11,11,1:13.874,1:13.334,\N
1105,847,131,63,12,1:13.326,1:13.447,\N
1105,855,51,24,13,1:13.677,1:13.521,\N
1105,856,213,21,14,1:13.581,1:14.083,\N
1105,852,213,22,15,1:13.862,1:14.477,\N
1105,822,51,77,16,1:13.977,\N,\N
1105,825,210,20,17,1:14.042,\N,\N
1105,848,3,23,18,1:14.063,\N,\N
1105,844,6,16,19,1:14.079,\N,\N
1105,858,3,2,20,1:14.699,\N,\N
1106,830,9,1,1,1:20.851,1:19.092,1:25.858
1106,807,210,27,2,1:22.730,1:20.305,1:27.102
1106,4,117,14,3,1:21.481,1:19.776,1:27.286
1106,1,131,44,4,1:21.554,1:20.426,1:27.627
1106,847,131,63,5,1:21.798,1:20.098,1:27.893
1106,839,214,31,6,1:22.114,1:20.406,1:27.945
1106,846,1,4,7,1:21.998,1:19.347,1:28.046
1106,832,6,55,8,1:22.248,1:19.856,1:29.294
1106,857,1,81,9,1:22.190,1:19.659,1:31.349
1106,848,3,23,10,1:21.938,1:18.725,\N
1106,844,6,16,11,1:21.843,1:20.615,\N
1106,815,9,11,12,1:22.151,1:20.959,\N
1106,840,117,18,13,1:22.677,1:21.484,\N
1106,825,210,20,14,1:22.351,1:21.678,\N
1106,822,51,77,15,1:22.332,1:21.821,\N
1106,852,213,22,16,1:22.746,\N,\N
1106,842,214,10,17,1:22.886,\N,\N
1106,856,213,21,18,1:23.137,\N,\N
1106,858,3,2,19,1:23.337,\N,\N
1106,855,51,24,20,1:23.342,\N,\N
1107,830,9,1,1,1:05.116,1:04.951,1:04.391
1107,844,6,16,2,1:05.577,1:05.087,1:04.439
1107,832,6,55,3,1:05.339,1:04.975,1:04.581
1107,846,1,4,4,1:05.617,1:05.038,1:04.658
1107,1,131,44,5,1:05.673,1:05.188,1:04.819
1107,840,117,18,6,1:05.710,1:05.121,1:04.893
1107,4,117,14,7,1:05.655,1:05.181,1:04.911
1107,807,210,27,8,1:05.740,1:05.362,1:05.090
1107,842,214,10,9,1:05.515,1:05.308,1:05.170
1107,848,3,23,10,1:05.673,1:05.387,1:05.823
1107,847,131,63,11,1:05.686,1:05.428,\N
1107,839,214,31,12,1:05.729,1:05.453,\N
1107,857,1,81,13,1:05.683,1:05.605,\N
1107,822,51,77,14,1:05.763,1:05.680,\N
1107,815,9,11,15,1:05.177,2:06.688,\N
1107,852,213,22,16,1:05.784,\N,\N
1107,855,51,24,17,1:05.818,\N,\N
1107,858,3,2,18,1:05.948,\N,\N
1107,825,210,20,19,1:05.971,\N,\N
1107,856,213,21,20,1:05.974,\N,\N
1108,830,9,1,1,1:29.428,1:27.702,1:26.720
1108,846,1,4,2,1:28.917,1:28.042,1:26.961
1108,857,1,81,3,1:29.874,1:27.845,1:27.092
1108,844,6,16,4,1:29.143,1:28.361,1:27.136
1108,832,6,55,5,1:29.865,1:28.265,1:27.148
1108,847,131,63,6,1:29.412,1:28.782,1:27.155
1108,1,131,44,7,1:29.415,1:28.545,1:27.211
1108,848,3,23,8,1:29.466,1:28.067,1:27.530
1108,4,117,14,9,1:29.949,1:28.368,1:27.659
1108,842,214,10,10,1:29.533,1:28.751,1:27.689
1108,807,210,27,11,1:29.603,1:28.896,\N
1108,840,117,18,12,1:29.448,1:28.935,\N
1108,839,214,31,13,1:29.700,1:28.956,\N
1108,858,3,2,14,1:29.873,1:29.031,\N
1108,822,51,77,15,1:29.798,\N,\N
1108,815,9,11,16,1:29.968,\N,\N
1108,852,213,22,17,1:30.025,\N,\N
1108,855,51,24,18,1:30.123,\N,\N
1108,856,213,21,19,1:30.513,\N,\N
1108,825,210,20,20,1:32.378,\N,\N
1109,1,131,44,1,1:18.577,1:17.427,1:16.609
1109,830,9,1,2,1:18.318,1:17.547,1:16.612
1109,846,1,4,3,1:18.697,1:17.328,1:16.694
1109,857,1,81,4,1:18.464,1:17.571,1:16.905
1109,855,51,24,5,1:18.143,1:17.700,1:16.971
1109,844,6,16,6,1:18.440,1:17.580,1:16.992
1109,822,51,77,7,1:18.775,1:17.563,1:17.034
1109,4,117,14,8,1:18.580,1:17.701,1:17.035
1109,815,9,11,9,1:18.360,1:17.675,1:17.045
1109,807,210,27,10,1:18.695,1:17.652,1:17.186
1109,832,6,55,11,1:18.393,1:17.703,\N
1109,839,214,31,12,1:18.854,1:17.841,\N
1109,817,213,3,13,1:18.906,1:18.002,\N
1109,840,117,18,14,1:18.782,1:18.144,\N
1109,842,214,10,15,1:18.743,1:18.217,\N
1109,848,3,23,16,1:18.917,\N,\N
1109,852,213,22,17,1:18.919,\N,\N
1109,847,131,63,18,1:19.027,\N,\N
1109,825,210,20,19,1:19.206,\N,\N
1109,858,3,2,20,1:19.248,\N,\N
1110,830,9,1,1,1:58.515,1:52.784,1:46.168
1110,844,6,16,2,1:58.300,1:52.017,1:46.988
1110,815,9,11,3,1:58.899,1:52.353,1:47.045
1110,1,131,44,4,1:58.563,1:52.345,1:47.087
1110,832,6,55,5,1:58.688,1:51.711,1:47.152
1110,857,1,81,6,1:58.872,1:51.534,1:47.365
1110,846,1,4,7,1:59.981,1:52.252,1:47.669
1110,847,131,63,8,1:59.035,1:52.605,1:47.805
1110,4,117,14,9,1:58.834,1:52.751,1:47.843
1110,840,117,18,10,1:59.663,1:52.193,1:48.841
1110,852,213,22,11,1:59.044,1:53.148,\N
1110,842,214,10,12,1:59.511,1:53.671,\N
1110,825,210,20,13,2:00.020,1:54.160,\N
1110,822,51,77,14,1:59.484,1:54.694,\N
1110,839,214,31,15,1:59.634,1:56.372,\N
1110,848,3,23,16,2:00.314,\N,\N
1110,855,51,24,17,2:00.832,\N,\N
1110,858,3,2,18,2:01.535,\N,\N
1110,817,213,3,19,2:02.159,\N,\N
